temp,humidity,ppm,label quality
42,28,18.04,unhealthy
42,28,18.04,unhealthy
42,28,18.72,unhealthy
42,28,18.72,unhealthy
43,27,18.72,unhealthy
43,27,18.04,unhealthy
43,27,18.72,unhealthy
43,27,19.41,unhealthy
43,27,19.41,unhealthy
43,27,18.72,unhealthy
43,27,18.72,unhealthy
43,26,18.72,unhealthy
43,27,18.72,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,20.13,unhealthy
43,26,20.13,unhealthy
43,26,20.13,unhealthy
43,26,23.19,unhealthy
43,26,19.41,unhealthy
43,26,19.41,unhealthy
43,26,20.13,unhealthy
43,26,19.41,unhealthy
43,26,19.41,unhealthy
43,26,19.41,unhealthy
43,26,19.41,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,18.04,unhealthy
43,26,18.72,unhealthy
43,26,18.72,unhealthy
43,26,19.41,unhealthy
43,26,19.41,unhealthy
43,26,24.01,unhealthy
43,26,22.39,unhealthy
43,26,22.39,unhealthy
43,26,21.62,unhealthy
43,26,22.39,unhealthy
43,26,21.62,unhealthy
43,26,21.62,unhealthy
43,26,20.13,unhealthy
43,26,20.13,unhealthy
43,26,20.86,unhealthy
43,25,18.72,unhealthy
43,25,16.74,unhealthy
43,25,16.74,unhealthy
43,25,16.12,unhealthy
43,25,14.93,unhealthy
43,25,14.93,unhealthy
43,25,14.93,unhealthy
43,25,14.93,unhealthy
42,26,14.93,unhealthy
42,26,15.51,unhealthy
43,25,15.51,unhealthy
42,26,14.93,unhealthy
42,26,14.93,unhealthy
42,26,13.8,unhealthy
43,25,14.93,unhealthy
42,26,14.93,unhealthy
43,25,13.8,unhealthy
43,25,14.36,unhealthy
43,25,14.93,unhealthy
42,26,14.93,unhealthy
42,26,14.93,unhealthy
42,26,16.12,unhealthy
42,26,16.12,unhealthy
42,26,16.74,unhealthy
43,25,17.38,unhealthy
43,25,16.74,unhealthy
42,25,18.72,unhealthy
43,24,16.12,unhealthy
43,24,16.74,unhealthy
43,24,15.51,unhealthy
43,24,15.51,unhealthy
43,24,16.12,unhealthy
43,24,16.74,unhealthy
43,24,17.38,unhealthy
42,25,17.38,unhealthy
42,25,17.38,unhealthy
42,25,16.74,unhealthy
42,26,16.12,unhealthy
42,26,14.93,unhealthy
42,26,14.36,unhealthy
43,25,14.36,unhealthy
43,25,14.36,unhealthy
43,25,15.51,unhealthy
43,26,16.12,unhealthy
43,26,15.51,unhealthy
43,26,16.12,unhealthy
43,26,15.51,unhealthy
43,26,16.74,unhealthy
43,26,16.12,unhealthy
43,26,15.51,unhealthy
43,26,15.51,unhealthy
43,26,16.12,unhealthy
43,26,16.74,unhealthy
43,26,16.74,unhealthy
43,26,16.74,unhealthy
43,27,16.74,unhealthy
43,26,16.12,unhealthy
43,27,15.51,unhealthy
43,27,15.51,unhealthy
43,26,15.51,unhealthy
43,27,15.51,unhealthy
43,27,15.51,unhealthy
43,27,20.86,unhealthy
43,27,18.72,unhealthy
43,27,19.41,unhealthy
42,28,18.72,unhealthy
42,28,18.72,unhealthy
42,28,18.72,unhealthy
43,27,17.38,unhealthy
43,27,16.74,unhealthy
42,28,19.41,unhealthy
43,27,20.13,unhealthy
43,27,20.13,unhealthy
42,28,19.41,unhealthy
42,28,18.72,unhealthy
42,28,18.72,unhealthy
42,28,18.04,unhealthy
42,28,18.72,unhealthy
42,28,18.04,unhealthy
42,28,16.74,unhealthy
42,28,18.72,unhealthy
42,28,15.51,unhealthy
42,28,14.93,unhealthy
42,28,18.04,unhealthy
42,28,18.04,unhealthy
42,28,16.12,unhealthy
42,28,18.04,unhealthy
42,28,17.38,unhealthy
42,28,18.72,unhealthy
42,28,17.38,unhealthy
42,27,16.74,unhealthy
42,27,17.38,unhealthy
42,27,17.38,unhealthy
42,27,20.13,unhealthy
42,27,19.41,unhealthy
42,27,15.51,unhealthy
42,27,13.8,unhealthy
42,27,13.8,unhealthy
42,27,13.26,unhealthy
42,27,12.74,unhealthy
42,27,12.74,unhealthy
42,27,12.24,unhealthy
42,27,11.74,unhealthy
42,27,13.26,unhealthy
42,27,15.51,unhealthy
42,27,14.36,unhealthy
42,27,14.36,unhealthy
42,27,12.74,unhealthy
42,27,12.74,unhealthy
42,27,15.51,unhealthy
42,27,12.74,unhealthy
42,27,12.74,unhealthy
42,27,13.8,unhealthy
42,27,12.24,unhealthy
42,26,11.27,unhealthy
42,26,13.26,unhealthy
42,26,13.8,unhealthy
42,26,13.26,unhealthy
42,26,14.36,unhealthy
42,26,13.26,unhealthy
42,26,13.26,unhealthy
42,25,11.27,unhealthy
42,26,11.27,unhealthy
42,26,12.74,unhealthy
42,26,13.8,unhealthy
42,26,11.74,unhealthy
42,26,12.74,unhealthy
42,26,13.8,unhealthy
42,26,11.74,unhealthy
42,26,11.74,unhealthy
42,26,13.26,unhealthy
42,26,13.8,unhealthy
42,26,13.8,unhealthy
42,26,13.26,unhealthy
42,27,15.51,unhealthy
42,27,15.51,unhealthy
42,27,16.12,unhealthy
42,27,16.74,unhealthy
42,27,14.93,unhealthy
42,27,18.04,unhealthy
42,27,16.74,unhealthy
42,27,18.04,unhealthy
42,27,15.51,unhealthy
42,27,16.74,unhealthy
42,27,15.51,unhealthy
42,27,16.12,unhealthy
42,27,15.51,unhealthy
42,27,18.04,unhealthy
42,27,18.72,unhealthy
42,27,16.74,unhealthy
42,27,17.38,unhealthy
42,27,16.12,unhealthy
42,27,18.72,unhealthy
42,27,16.12,unhealthy
42,27,18.72,unhealthy
42,27,16.74,unhealthy
42,27,18.72,unhealthy
42,27,17.38,unhealthy
42,27,15.51,unhealthy
42,27,15.51,unhealthy
42,27,16.12,unhealthy
42,27,16.12,unhealthy
42,27,16.74,unhealthy
42,27,16.12,unhealthy
42,27,14.93,unhealthy
42,27,16.12,unhealthy
42,27,17.38,unhealthy
42,27,17.38,unhealthy
42,27,16.74,unhealthy
42,27,16.12,unhealthy
42,27,17.38,unhealthy
42,27,16.12,unhealthy
42,27,18.04,unhealthy
42,27,18.04,unhealthy
42,27,18.04,unhealthy
42,27,16.12,unhealthy
42,27,17.38,unhealthy
42,27,18.04,unhealthy
42,27,16.12,unhealthy
42,27,16.12,unhealthy
42,27,16.12,unhealthy
42,27,17.38,unhealthy
42,27,16.74,unhealthy
42,27,15.51,unhealthy
42,27,18.72,unhealthy
42,27,16.74,unhealthy
42,27,16.12,unhealthy
42,27,15.51,unhealthy
42,27,16.12,unhealthy
42,27,16.12,unhealthy
42,27,16.12,unhealthy
42,27,15.51,unhealthy
41,27,16.74,unhealthy
41,27,16.12,unhealthy
41,27,14.93,unhealthy
41,27,18.72,unhealthy
41,27,19.41,unhealthy
41,27,16.74,unhealthy
41,27,17.38,unhealthy
41,27,16.74,unhealthy
41,27,16.74,unhealthy
41,27,16.12,unhealthy
41,27,18.04,unhealthy
41,27,14.93,unhealthy
41,27,14.93,unhealthy
41,27,17.38,unhealthy
41,27,16.74,unhealthy
41,27,15.51,unhealthy
41,27,13.8,unhealthy
41,27,16.74,unhealthy
41,27,18.72,unhealthy
41,28,18.04,unhealthy
41,28,22.39,unhealthy
41,28,24.01,unhealthy
41,28,24.85,unhealthy
41,28,24.85,unhealthy
41,28,23.19,unhealthy
41,28,29.38,unhealthy
41,28,28.43,unhealthy
41,28,29.38,unhealthy
41,28,26.59,unhealthy
41,28,28.43,unhealthy
41,28,26.59,unhealthy
42,28,24.01,unhealthy
41,28,25.71,unhealthy
42,28,27.5,unhealthy
42,28,29.38,unhealthy
42,28,25.71,unhealthy
42,28,25.71,unhealthy
42,28,25.71,unhealthy
42,28,26.59,unhealthy
42,28,33.44,unhealthy
42,28,27.5,unhealthy
42,28,27.5,unhealthy
42,28,28.43,unhealthy
42,27,25.71,unhealthy
42,27,29.38,unhealthy
42,27,27.5,unhealthy
42,27,25.71,unhealthy
42,27,28.43,unhealthy
42,27,28.43,unhealthy
42,27,33.44,unhealthy
42,27,26.59,unhealthy
42,27,26.59,unhealthy
41,27,28.43,unhealthy
42,27,26.59,unhealthy
42,27,31.36,unhealthy
41,27,25.71,unhealthy
41,27,27.5,unhealthy
41,27,27.5,unhealthy
42,27,28.43,unhealthy
42,27,27.5,unhealthy
42,27,32.39,unhealthy
41,27,26.59,unhealthy
42,27,24.01,unhealthy
41,27,36.76,unhealthy
41,27,27.5,unhealthy
41,27,31.36,unhealthy
41,27,30.36,unhealthy
41,27,37.92,unhealthy
42,27,28.43,unhealthy
41,27,28.43,unhealthy
42,27,26.59,unhealthy
42,27,31.36,unhealthy
42,27,25.71,unhealthy
41,27,29.38,unhealthy
42,27,34.52,unhealthy
42,27,28.43,unhealthy
42,27,32.39,unhealthy
42,27,33.44,unhealthy
42,27,29.38,unhealthy
41,27,31.36,unhealthy
42,27,28.43,unhealthy
42,27,26.59,unhealthy
42,27,36.76,unhealthy
42,27,30.36,unhealthy
42,27,32.39,unhealthy
42,27,30.36,unhealthy
42,27,31.36,unhealthy
42,27,32.39,unhealthy
42,27,33.44,unhealthy
42,27,32.39,unhealthy
42,27,34.52,unhealthy
41,27,34.52,unhealthy
41,27,34.52,unhealthy
42,27,33.44,unhealthy
42,27,35.63,unhealthy
42,27,34.52,unhealthy
42,27,35.63,unhealthy
42,27,34.52,unhealthy
41,27,37.92,unhealthy
42,27,33.44,unhealthy
42,27,34.52,unhealthy
42,27,30.36,unhealthy
42,27,29.38,unhealthy
41,27,29.38,unhealthy
42,27,32.39,unhealthy
41,27,35.63,unhealthy
41,27,35.63,unhealthy
41,27,35.63,unhealthy
41,27,36.76,unhealthy
41,27,37.92,unhealthy
42,27,30.36,unhealthy
42,27,29.38,unhealthy
41,27,27.5,unhealthy
41,27,32.39,unhealthy
41,27,26.59,unhealthy
42,27,30.36,unhealthy
42,27,28.43,unhealthy
41,27,27.5,unhealthy
41,27,31.36,unhealthy
41,27,30.36,unhealthy
41,27,31.36,unhealthy
41,27,29.38,unhealthy
41,27,29.38,unhealthy
41,27,27.5,unhealthy
41,27,26.59,unhealthy
41,27,30.36,unhealthy
41,27,29.38,unhealthy
41,27,31.36,unhealthy
41,27,30.36,unhealthy
41,27,30.36,unhealthy
41,27,31.36,unhealthy
41,27,28.43,unhealthy
41,27,26.59,unhealthy
41,27,29.38,unhealthy
41,27,33.44,unhealthy
41,27,29.38,unhealthy
41,27,27.5,unhealthy
41,27,24.85,unhealthy
41,27,28.43,unhealthy
41,27,30.36,unhealthy
41,27,28.43,unhealthy
41,27,28.43,unhealthy
41,27,28.43,unhealthy
41,27,31.36,unhealthy
41,28,29.38,unhealthy
41,28,25.71,unhealthy
41,28,25.71,unhealthy
41,28,28.43,unhealthy
41,28,26.59,unhealthy
41,27,28.43,unhealthy
41,27,27.5,unhealthy
41,27,31.36,unhealthy
41,27,29.38,unhealthy
41,27,28.43,unhealthy
41,27,31.36,unhealthy
41,28,29.38,unhealthy
41,28,31.36,unhealthy
41,28,26.59,unhealthy
41,28,27.5,unhealthy
41,28,28.43,unhealthy
41,28,30.36,unhealthy
41,28,32.39,unhealthy
41,28,30.36,unhealthy
41,28,29.38,unhealthy
41,28,31.36,unhealthy
41,28,27.5,unhealthy
41,28,30.36,unhealthy
41,28,28.43,unhealthy
41,28,29.38,unhealthy
41,28,30.36,unhealthy
41,28,29.38,unhealthy
41,28,30.36,unhealthy
41,28,31.36,unhealthy
41,28,27.5,unhealthy
41,28,29.38,unhealthy
41,28,29.38,unhealthy
41,28,30.36,unhealthy
41,28,30.36,unhealthy
41,28,31.36,unhealthy
41,27,26.59,unhealthy
41,28,31.36,unhealthy
41,27,28.43,unhealthy
41,27,29.38,unhealthy
41,27,27.5,unhealthy
41,27,30.36,unhealthy
41,27,31.36,unhealthy
41,27,29.38,unhealthy
41,27,31.36,unhealthy
41,27,27.5,unhealthy
41,27,28.43,unhealthy
41,27,28.43,unhealthy
41,27,29.38,unhealthy
41,27,30.36,unhealthy
41,27,26.59,unhealthy
41,27,28.43,unhealthy
41,27,32.39,unhealthy
41,27,25.71,unhealthy
41,27,25.71,unhealthy
41,27,27.5,unhealthy
41,27,29.38,unhealthy
41,27,29.38,unhealthy
41,27,24.85,unhealthy
41,27,27.5,unhealthy
41,27,27.5,unhealthy
41,27,28.43,unhealthy
41,27,29.38,unhealthy
41,27,30.36,unhealthy
41,27,25.71,unhealthy
41,27,28.43,unhealthy
41,27,26.59,unhealthy
41,27,27.5,unhealthy
41,27,25.71,unhealthy
41,27,27.5,unhealthy
41,27,28.43,unhealthy
41,27,26.59,unhealthy
41,27,27.5,unhealthy
41,27,30.36,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,24.01,unhealthy
41,27,24.01,unhealthy
41,27,23.19,unhealthy
41,27,28.43,unhealthy
41,27,24.01,unhealthy
41,27,27.5,unhealthy
41,27,26.59,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,31.36,unhealthy
41,27,25.71,unhealthy
41,27,24.85,unhealthy
41,27,27.5,unhealthy
41,27,26.59,unhealthy
41,27,25.71,unhealthy
41,27,24.85,unhealthy
41,27,25.71,unhealthy
41,27,27.5,unhealthy
41,27,27.5,unhealthy
41,27,24.01,unhealthy
41,27,27.5,unhealthy
41,27,28.43,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,27.5,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,25.71,unhealthy
41,27,26.59,unhealthy
41,27,26.59,unhealthy
41,27,24.01,unhealthy
41,27,24.01,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,28.43,unhealthy
41,27,25.71,unhealthy
41,27,25.71,unhealthy
41,27,25.71,unhealthy
41,27,24.01,unhealthy
41,27,24.85,unhealthy
41,27,24.85,unhealthy
41,27,24.01,unhealthy
41,27,26.59,unhealthy
41,27,26.59,unhealthy
41,27,27.5,unhealthy
41,27,24.85,unhealthy
41,27,25.71,unhealthy
41,27,29.38,unhealthy
41,27,24.85,unhealthy
41,27,24.85,unhealthy
41,27,24.85,unhealthy
41,27,24.01,unhealthy
41,27,24.85,unhealthy
41,27,24.85,unhealthy
41,27,23.19,unhealthy
41,27,23.19,unhealthy
41,27,23.19,unhealthy
41,27,23.19,unhealthy
41,27,24.01,unhealthy
41,27,26.59,unhealthy
41,27,24.85,unhealthy
41,27,26.59,unhealthy
41,27,25.71,unhealthy
41,27,29.38,unhealthy
41,27,26.59,unhealthy
41,27,25.71,unhealthy
41,27,22.39,unhealthy
41,27,24.01,unhealthy
41,27,28.43,unhealthy
41,27,25.71,unhealthy
41,27,24.01,unhealthy
41,27,27.5,unhealthy
41,27,24.01,unhealthy
41,27,24.85,unhealthy
41,27,23.19,unhealthy
41,27,24.01,unhealthy
41,28,24.01,unhealthy
41,28,24.85,unhealthy
41,28,25.71,unhealthy
41,28,26.59,unhealthy
41,28,23.19,unhealthy
41,28,24.01,unhealthy
41,28,24.85,unhealthy
41,28,21.62,unhealthy
41,27,24.85,unhealthy
41,27,23.19,unhealthy
41,28,22.39,unhealthy
41,28,24.01,unhealthy
41,28,24.01,unhealthy
41,28,23.19,unhealthy
41,28,23.19,unhealthy
41,28,25.71,unhealthy
41,28,24.85,unhealthy
41,28,24.85,unhealthy
41,28,25.71,unhealthy
41,28,24.01,unhealthy
41,28,23.19,unhealthy
41,28,24.01,unhealthy
41,28,23.19,unhealthy
41,28,22.39,unhealthy
41,28,21.62,unhealthy
41,28,23.19,unhealthy
41,28,23.19,unhealthy
41,28,22.39,unhealthy
41,28,24.01,unhealthy
41,28,26.59,unhealthy
41,28,24.01,unhealthy
40,28,23.19,unhealthy
41,28,23.19,unhealthy
41,28,22.39,unhealthy
41,28,23.19,unhealthy
41,28,22.39,unhealthy
41,28,22.39,unhealthy
40,28,24.01,unhealthy
40,28,22.39,unhealthy
40,28,22.39,unhealthy
41,28,29.38,unhealthy
40,28,25.71,unhealthy
40,28,23.19,unhealthy
41,28,24.01,unhealthy
40,28,25.71,unhealthy
41,28,24.85,unhealthy
40,28,23.19,unhealthy
40,28,24.01,unhealthy
40,28,22.39,unhealthy
40,28,23.19,unhealthy
40,28,24.01,unhealthy
40,28,23.19,unhealthy
40,28,24.85,unhealthy
40,28,23.19,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,28.43,unhealthy
40,28,27.5,unhealthy
40,28,24.85,unhealthy
40,28,25.71,unhealthy
40,28,25.71,unhealthy
40,28,29.38,unhealthy
40,28,25.71,unhealthy
40,28,24.85,unhealthy
40,28,25.71,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,26.59,unhealthy
40,28,23.19,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,25.71,unhealthy
40,28,24.85,unhealthy
40,28,25.71,unhealthy
40,28,25.71,unhealthy
40,28,24.85,unhealthy
40,28,26.59,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,23.19,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,23.19,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,24.85,unhealthy
40,28,24.85,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,24.01,unhealthy
40,28,23.19,unhealthy
40,28,23.19,unhealthy
40,28,23.19,unhealthy
40,28,23.19,unhealthy
40,28,24.01,unhealthy
40,28,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,28.43,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.85,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,24.01,unhealthy
40,29,23.19,unhealthy
40,29,23.19,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,29,22.39,unhealthy
40,30,22.39,normal
40,30,22.39,normal
40,30,21.62,normal
40,30,22.39,normal
40,30,22.39,normal
40,30,21.62,normal
40,30,22.39,normal
40,30,23.19,normal
